premium_id,policy_id,amount,payment_method_id,due_date
3041,4040,46.3,101,4/21/2026
3042,4041,40.85,102,12/18/2026
3043,4042,86.3,100,9/18/2026
3044,4043,23.2,101,3/3/2026
3045,4044,76.95,102,5/9/2026
3046,4045,56.85,100,11/8/2026
3047,4046,76.6,101,5/3/2026
3048,4047,11.7,102,9/5/2026
3049,4048,31.6,100,7/6/2026
3050,4049,97.3,101,6/17/2026
3051,4050,49.3,102,6/1/2026
3052,4051,28,100,5/20/2026
3053,4052,32.35,101,7/3/2026
3054,4053,21.25,102,10/22/2026
3055,4054,30.6,100,8/11/2026
3056,4055,92.1,101,12/22/2026
3057,4056,64.5,102,6/23/2026
3058,4057,76.75,100,11/26/2026
3059,4058,90.85,101,12/1/2026
3060,4059,89.9,102,3/8/2026
3061,4060,77.3,100,10/16/2026
3062,4061,10.35,101,11/14/2026
3063,4062,64.15,102,10/1/2026
3064,4063,11.9,100,9/21/2026
3065,4064,27.4,101,3/15/2026
3066,4065,95.1,102,9/12/2026
3067,4066,74.05,100,10/17/2026
3068,4067,9.95,101,10/3/2026
3069,4068,45.1,102,6/12/2026
3070,4069,49.2,100,7/10/2026
3071,4070,63.65,101,4/22/2026
3072,4071,65.5,102,2/8/2026
3073,4072,24.4,100,4/19/2026
3074,4073,29,101,9/3/2026
3075,4074,43.25,102,3/26/2026
3076,4075,83.85,100,4/24/2026
3077,4076,92.45,101,6/6/2026
3078,4077,82,102,8/1/2026
3079,4078,70.45,100,9/17/2026
3080,4079,74.7,101,3/10/2026
3081,4080,51.4,102,6/7/2026
3082,4081,81.45,100,8/2/2026
3083,4082,100.6,101,9/18/2026
3084,4083,52.95,102,7/1/2026
3085,4084,40,100,2/18/2026
3086,4085,67.95,101,9/4/2026
3087,4086,24.3,102,4/21/2026
3088,4087,5.95,100,6/25/2026
3089,4088,97.75,101,4/1/2026
3090,4089,86.1,102,4/15/2026
3091,4090,68.95,100,9/20/2026
3092,4091,95.75,101,2/3/2026
3093,4092,57.6,102,2/1/2026
3094,4093,85.05,100,2/27/2026
3095,4094,59.2,101,4/2/2026
3096,4095,41.7,102,2/26/2026
3097,4096,79.8,100,4/11/2026
3098,4097,39.15,101,5/1/2026
3099,4098,35.85,102,2/24/2026
3100,4099,7.9,100,11/16/2026
3101,4100,17.6,101,8/27/2026
3102,4101,40.4,102,12/15/2026
3103,4102,51.55,100,6/24/2026
3104,4103,28.5,101,3/13/2026
3105,4104,26.8,102,6/4/2026
3106,4105,56.55,100,6/22/2026
3107,4106,19.3,101,9/4/2026
3108,4107,93.8,102,12/26/2026
3109,4108,68.35,100,2/22/2026
3110,4109,66.1,101,11/11/2026
3111,4110,30.65,102,3/7/2026
3112,4111,7.55,100,11/19/2026
3113,4112,70.5,101,7/1/2026
3114,4113,54.25,102,3/17/2026
3115,4114,3.7,100,2/11/2026
3116,4115,72.6,101,5/27/2026
3117,4116,63.65,102,4/14/2026
3118,4117,43.25,100,4/1/2026
3119,4118,69.35,101,2/7/2026
3120,4119,39.35,102,6/13/2026
3121,4120,34.9,100,6/19/2026
3122,4121,18.55,101,11/5/2026
3123,4122,54.3,102,9/5/2026
3124,4123,27.7,100,8/16/2026
3125,4124,44.85,101,4/9/2026
3126,4125,89.7,102,6/7/2026
3127,4126,57.1,100,9/8/2026
3128,4127,28.7,101,5/23/2026
3129,4128,54.8,102,2/13/2026
3130,4129,9.7,100,9/16/2026
3131,4130,92.6,101,4/20/2026
3132,4131,43.8,102,6/1/2026
3133,4132,16.3,100,6/20/2026
3134,4133,76.3,101,7/8/2026
3135,4134,82.7,102,8/15/2026
3136,4135,68.15,100,2/8/2026
3137,4136,58.15,101,2/12/2026
3138,4137,8.4,102,8/11/2026
3139,4138,94.15,100,11/12/2026
3140,4139,39.75,101,11/1/2026
3141,4140,19.5,102,2/14/2026
3142,4141,46.4,100,2/18/2026
3143,4142,94.2,101,5/11/2026
3144,4143,33.4,102,8/2/2026
3145,4144,45.8,100,9/12/2026
3146,4145,44.4,101,4/24/2026
3147,4146,41.55,102,12/19/2026
3148,4147,70.6,100,6/2/2026
3149,4148,14.5,101,4/26/2026
3150,4149,76.5,102,3/15/2026
3151,4150,70.2,100,4/16/2026
3152,4151,90.2,101,12/24/2026
3153,4152,18.85,102,7/2/2026
3154,4153,74.5,100,8/3/2026
3155,4154,46.5,101,3/14/2026
3156,4155,97.3,102,4/13/2026
3157,4156,47.55,100,3/16/2026
3158,4157,86.8,101,7/26/2026
3159,4158,79.8,102,2/20/2026
3160,4159,84.55,100,4/14/2026
3161,4160,52.65,101,7/17/2026
3162,4161,51.65,102,8/15/2026
3163,4162,27.8,100,10/22/2026
3164,4163,95.4,101,3/20/2026
3165,4164,86,102,5/12/2026
3166,4165,18.95,100,7/4/2026
3167,4166,97.7,101,2/24/2026
3168,4167,38.8,102,5/21/2026
3169,4168,22.6,100,5/12/2026
3170,4169,85.05,101,2/10/2026
3171,4170,84.5,102,5/19/2026
3172,4171,67.4,100,4/1/2026
3173,4172,25.3,101,10/13/2026
3174,4173,96.6,102,6/18/2026
3175,4174,90.15,100,4/10/2026
3176,4175,4.3,101,6/13/2026
3177,4176,6.45,102,10/5/2026
3178,4177,47.85,100,10/26/2026
3179,4178,10.45,101,7/7/2026
3180,4179,89.35,102,4/20/2026
3181,4180,60.15,100,3/3/2026
3182,4181,74.8,101,10/7/2026
3183,4182,86.6,102,8/22/2026
3184,4183,98.5,100,9/1/2026
3185,4184,97.5,101,11/22/2026
3186,4185,72.75,102,12/9/2026
3187,4186,34.35,100,11/11/2026
3188,4187,55.7,101,8/12/2026
3189,4188,45.2,102,8/1/2026
3190,4189,36.25,100,5/16/2026
3191,4190,47.65,101,8/24/2026
3192,4191,90.15,102,6/6/2026
3193,4192,41.75,100,12/24/2026
3194,4193,63.35,101,10/2/2026
3195,4194,54,102,7/4/2026
3196,4195,65.55,100,10/24/2026
3197,4196,68.6,101,2/15/2026
3198,4197,8.85,102,2/25/2026
3199,4198,78.15,100,2/23/2026
3200,4199,93.7,101,8/8/2026
3201,4200,69.05,102,10/26/2026
3202,4201,23.1,100,12/16/2026
3203,4202,26,101,12/3/2026
3204,4203,76.5,102,5/11/2026
3205,4204,78.15,100,2/16/2026
3206,4205,75.95,101,10/6/2026
3207,4206,8.15,102,7/12/2026
3208,4207,52.95,100,9/23/2026
3209,4208,3.15,101,9/26/2026
3210,4209,100.35,102,10/8/2026
3211,4210,27.8,100,12/14/2026
3212,4211,58.8,101,5/7/2026
3213,4212,13.35,102,8/4/2026
3214,4213,9.15,100,9/13/2026
3215,4214,77.45,101,11/19/2026
3216,4215,51.35,102,3/8/2026
3217,4216,60.75,100,2/24/2026
3218,4217,87.6,101,10/24/2026
3219,4218,2.3,102,5/16/2026
3220,4219,83.1,100,5/17/2026
3221,4220,94.9,101,10/7/2026
3222,4221,84.1,102,4/8/2026
3223,4222,64,100,2/20/2026
3224,4223,33.6,101,11/27/2026
3225,4224,13.35,102,9/8/2026
3226,4225,21.65,100,12/3/2026
3227,4226,28.2,101,12/13/2026
3228,4227,88.25,102,10/11/2026
3229,4228,85,100,4/24/2026
3230,4229,28.55,101,10/6/2026
3231,4230,31.2,102,7/7/2026
3232,4231,21.6,100,11/2/2026
3233,4232,35.85,101,4/8/2026
3234,4233,55.45,102,7/1/2026
3235,4234,62.2,100,7/11/2026
3236,4235,18.25,101,11/1/2026
3237,4236,75.4,102,10/6/2026
3238,4237,83.9,100,9/4/2026
3239,4238,22.75,101,8/21/2026
3240,4239,73.1,102,9/1/2026
3241,4240,99.1,100,2/7/2026
3242,4241,18.6,101,11/9/2026
3243,4242,30.15,102,5/16/2026
3244,4243,63.3,100,2/4/2026
3245,4244,2.45,101,7/14/2026
3246,4245,42.3,102,3/17/2026
3247,4246,52.4,100,11/4/2026
3248,4247,50.6,101,12/24/2026
3249,4248,66.3,102,4/2/2026
3250,4249,79.45,100,2/7/2026
3251,4250,28.5,101,2/22/2026
3252,4251,80.5,102,2/22/2026
3253,4252,62.7,100,11/18/2026
3254,4253,69.5,101,8/1/2026
3255,4254,35.8,102,10/22/2026
3256,4255,41.95,100,8/25/2026
3257,4256,93.75,101,7/18/2026
3258,4257,7.4,102,9/10/2026
3259,4258,45.8,100,8/10/2026
3260,4259,12.4,101,12/26/2026
3261,4260,13.6,102,9/11/2026
3262,4261,6.65,100,12/10/2026
3263,4262,48.7,101,7/18/2026
3264,4263,79.8,102,2/14/2026
3265,4264,41.7,100,11/1/2026
3266,4265,84.2,101,10/8/2026
3267,4266,79.65,102,7/8/2026
3268,4267,34.55,100,5/9/2026
3269,4268,75.5,101,12/24/2026
3270,4269,61.05,102,7/23/2026
3271,4270,51,100,9/16/2026
3272,4271,48.3,101,6/25/2026
3273,4272,42.15,102,9/7/2026
3274,4273,85.15,100,10/18/2026
3275,4274,61.65,101,4/6/2026
3276,4275,34.25,102,9/10/2026
3277,4276,94.75,100,10/16/2026
3278,4277,32.45,101,10/7/2026
3279,4278,2.9,102,2/21/2026
3280,4279,46.45,100,11/13/2026
3281,4280,95.5,101,2/26/2026
3282,4281,4.9,102,2/6/2026
3283,4282,94.6,100,9/16/2026
3284,4283,78.15,101,5/1/2026
3285,4284,98.55,102,11/19/2026
3286,4285,11.6,100,4/7/2026
3287,4286,90.25,101,2/20/2026
3288,4287,58.35,102,7/21/2026
3289,4288,68.85,100,8/7/2026
3290,4289,99.25,101,6/9/2026
3291,4290,82.5,102,7/17/2026
3292,4291,42.4,100,12/13/2026
3293,4292,52.3,101,2/17/2026
3294,4293,72.2,102,12/10/2026
3295,4294,59.4,100,12/26/2026
3296,4295,81.4,101,9/20/2026
3297,4296,93.65,102,7/4/2026
3298,4297,58.65,100,10/1/2026
3299,4298,78.5,101,6/4/2026
3300,4299,35.4,102,5/19/2026
3301,4300,34.6,100,4/9/2026
3302,4301,80.1,101,11/18/2026
3303,4302,83.45,102,11/15/2026
3304,4303,48.05,100,9/20/2026
3305,4304,85.1,101,10/8/2026
3306,4305,37,102,2/18/2026
3307,4306,83.55,100,2/27/2026
3308,4307,86.55,101,9/10/2026
3309,4308,88.6,102,6/23/2026
3310,4309,51.4,100,12/15/2026
3311,4310,71.35,101,5/5/2026
3312,4311,64.25,102,4/17/2026
3313,4312,63.45,100,5/6/2026
3314,4313,71.25,101,7/6/2026
3315,4314,71.7,102,2/18/2026
3316,4315,45.25,100,8/18/2026
3317,4316,68.55,101,11/14/2026
3318,4317,34.05,102,10/4/2026
3319,4318,19.9,100,3/7/2026
3320,4319,41.7,101,10/26/2026
3321,4320,30.75,102,6/1/2026
3322,4321,96.8,100,10/23/2026
3323,4322,29.1,101,10/9/2026
3324,4323,12.6,102,9/24/2026
3325,4324,23.35,100,11/18/2026
3326,4325,16.25,101,6/23/2026
3327,4326,82.6,102,4/16/2026
3328,4327,9.1,100,9/1/2026
3329,4328,53.45,101,4/14/2026
3330,4329,33.45,102,2/21/2026
3331,4330,48.95,100,6/10/2026
3332,4331,45.8,101,8/21/2026
3333,4332,20.85,102,2/6/2026
3334,4333,68.9,100,3/11/2026
3335,4334,42.65,101,6/1/2026
3336,4335,53.25,102,5/11/2026
3337,4336,31.25,100,9/9/2026
3338,4337,27,101,3/17/2026
3339,4338,57.05,102,2/11/2026
3340,4339,92.3,100,2/1/2026
3341,4340,63.35,101,2/18/2026
3342,4341,39.5,102,11/17/2026
3343,4342,3.75,100,2/18/2026
3344,4343,82.55,101,7/22/2026
3345,4344,15.55,102,5/20/2026
3346,4345,39.7,100,11/15/2026
3347,4346,35.05,101,6/1/2026
3348,4347,30.25,102,7/2/2026
3349,4348,94.7,100,3/14/2026
3350,4349,91.8,101,5/16/2026
3351,4350,16.2,102,3/15/2026
3352,4351,93.9,100,12/15/2026
3353,4352,23.05,101,11/9/2026
3354,4353,74.1,102,6/9/2026
3355,4354,48,100,3/26/2026
3356,4355,84.9,101,8/26/2026
3357,4356,77.7,102,2/21/2026
3358,4357,57.85,100,10/23/2026
3359,4358,51.5,101,12/1/2026
3360,4359,26.35,102,2/18/2026
3361,4360,25.6,100,7/8/2026
3362,4361,82.5,101,7/15/2026
3363,4362,70.35,102,6/26/2026
3364,4363,32.45,100,5/16/2026
3365,4364,34.2,101,4/2/2026
3366,4365,5.35,102,5/24/2026
3367,4366,13.9,100,9/7/2026
3368,4367,72.8,101,6/5/2026
3369,4368,12.8,102,10/2/2026
3370,4369,58.6,100,10/4/2026
3371,4370,45.8,101,5/26/2026
3372,4371,46.8,102,12/23/2026
3373,4372,52.1,100,7/22/2026
3374,4373,17.75,101,5/4/2026
3375,4374,75.95,102,6/26/2026
3376,4375,14.95,100,8/26/2026
3377,4376,78.85,101,3/14/2026
3378,4377,48.25,102,5/1/2026
3379,4378,82.2,100,12/24/2026
3380,4379,24.7,101,7/25/2026
3381,4380,60.45,102,6/20/2026
3382,4381,85,100,8/24/2026
3383,4382,1.35,101,3/1/2026
3384,4383,86.9,102,9/22/2026
3385,4384,64.05,100,2/20/2026
3386,4385,10.25,101,9/25/2026
3387,4386,83.75,102,4/1/2026
3388,4387,58.7,100,4/19/2026
3389,4388,82.85,101,12/3/2026
3390,4389,63.6,102,7/11/2026
3391,4390,65.75,100,8/25/2026
3392,4391,77.7,101,8/2/2026
3393,4392,23.45,102,2/4/2026
3394,4393,64.15,100,8/19/2026
3395,4394,63.85,101,3/12/2026
3396,4395,45.95,102,2/8/2026
3397,4396,91,100,12/26/2026
3398,4397,91.35,101,11/6/2026
3399,4398,23.2,102,5/22/2026
3400,4399,19.2,100,12/10/2026
3401,4400,44.35,101,9/27/2026
3402,4401,26.7,102,10/7/2026
3403,4402,45,100,5/1/2026
3404,4403,42.2,101,11/20/2026
3405,4404,1.15,102,12/11/2026
3406,4405,72,100,11/22/2026
3407,4406,5,101,11/26/2026
3408,4407,47.45,102,4/27/2026
3409,4408,28.8,100,8/14/2026
3410,4409,71.9,101,2/5/2026
3411,4410,17.85,102,8/19/2026
3412,4411,87.15,100,12/7/2026
3413,4412,48.05,101,12/15/2026
3414,4413,92.35,102,8/22/2026
3415,4414,28.65,100,9/6/2026
3416,4415,88.7,101,9/18/2026
3417,4416,92.35,102,2/24/2026
3418,4417,19.05,100,7/27/2026
3419,4418,76.8,101,2/16/2026
3420,4419,72.85,102,2/1/2026
3421,4420,42.2,100,7/7/2026
3422,4421,22.5,101,3/27/2026
3423,4422,85.85,102,11/20/2026
3424,4423,84,100,2/1/2026
3425,4424,53.9,101,6/12/2026
3426,4425,87.35,102,5/14/2026
3427,4426,36.5,100,8/13/2026
3428,4427,55.65,101,12/8/2026
3429,4428,75.7,102,6/6/2026
3430,4429,19.1,100,3/13/2026
3431,4430,4.25,101,2/19/2026
3432,4431,68.2,102,3/18/2026
3433,4432,80.2,100,2/1/2026
3434,4433,8.6,101,7/12/2026
3435,4434,92.2,102,11/3/2026
3436,4435,91.5,100,9/3/2026
3437,4436,25.1,101,7/24/2026
3438,4437,56.9,102,9/13/2026
3439,4438,79,100,10/17/2026
3440,4439,49.5,101,5/20/2026
3441,4440,73.75,102,4/2/2026
3442,4441,15.25,100,2/2/2026
3443,4442,43.15,101,2/11/2026
3444,4443,40.5,102,6/11/2026
3445,4444,68.55,100,3/16/2026
3446,4445,93.1,101,10/15/2026
3447,4446,91.5,102,10/24/2026
3448,4447,96.65,100,8/19/2026
3449,4448,23.3,101,4/3/2026
3450,4449,73.1,102,9/17/2026
3451,4450,73.7,100,12/14/2026
3452,4451,36.5,101,6/14/2026
3453,4452,62.8,102,7/6/2026
3454,4453,27.15,100,2/27/2026
3455,4454,73.2,101,11/5/2026
3456,4455,41.55,102,9/25/2026
3457,4456,90.6,100,11/26/2026
3458,4457,63.1,101,7/16/2026
3459,4458,43.05,102,2/20/2026
3460,4459,46.4,100,5/18/2026
3461,4460,47.15,101,10/21/2026
3462,4461,80.9,102,6/9/2026
3463,4462,61.15,100,8/27/2026
3464,4463,11.3,101,3/17/2026
3465,4464,58.9,102,5/21/2026
3466,4465,22.2,100,6/13/2026
3467,4466,7.9,101,2/4/2026
3468,4467,58.95,102,3/11/2026
3469,4468,52.2,100,8/17/2026
3470,4469,25.1,101,4/3/2026
3471,4470,89.1,102,2/13/2026
3472,4471,89.35,100,5/26/2026
3473,4472,62.8,101,11/12/2026
3474,4473,60.85,102,6/20/2026
3475,4474,48.55,100,7/26/2026
3476,4475,97.6,101,4/22/2026
3477,4476,11.95,102,8/14/2026
3478,4477,94.7,100,4/23/2026
3479,4478,61.95,101,2/23/2026
3480,4479,97.9,102,2/18/2026
3481,4480,26.1,100,10/15/2026
3482,4481,72.5,101,2/10/2026
3483,4482,69.2,102,3/24/2026
3484,4483,37.2,100,4/6/2026
3485,4484,24.35,101,11/15/2026
3486,4485,41.2,102,12/19/2026
3487,4486,96.2,100,2/16/2026
3488,4487,88.6,101,5/12/2026
3489,4488,58.65,102,2/1/2026
3490,4489,41.7,100,9/7/2026
3491,4490,82.8,101,10/17/2026
3492,4491,38.65,102,2/3/2026
3493,4492,97.75,100,7/20/2026
3494,4493,55.8,101,4/22/2026
3495,4494,65.1,102,3/14/2026
3496,4495,54.45,100,9/4/2026
3497,4496,12.1,101,2/26/2026
3498,4497,90.85,102,3/14/2026
3499,4498,20.3,100,6/13/2026
3500,4499,33.65,101,5/1/2026
3501,4500,46.95,102,12/1/2026
3502,4501,76.5,100,9/22/2026
3503,4502,77.2,101,2/16/2026
3504,4503,62.3,102,11/3/2026
3505,4504,38.55,100,2/11/2026
3506,4505,50.45,101,10/15/2026
3507,4506,37.45,102,2/22/2026
3508,4507,8.4,100,3/16/2026
3509,4508,73.4,101,5/26/2026
3510,4509,97.35,102,11/6/2026
3511,4510,7.75,100,12/27/2026
3512,4511,31.25,101,12/25/2026
3513,4512,47.6,102,11/2/2026
3514,4513,93.7,100,7/19/2026
3515,4514,48.35,101,5/16/2026
3516,4515,95.85,102,11/23/2026
3517,4516,46,100,4/15/2026
3518,4517,80.95,101,6/15/2026
3519,4518,90.6,102,8/21/2026
3520,4519,83,100,10/1/2026
3521,4520,10.9,101,5/25/2026
3522,4521,100.4,102,7/21/2026
3523,4522,4.5,100,4/13/2026
3524,4523,100.1,101,8/2/2026
3525,4524,75,102,2/10/2026
3526,4525,42.7,100,5/20/2026
3527,4526,96.3,101,2/16/2026
3528,4527,7.3,102,3/9/2026
3529,4528,38.4,100,9/23/2026
3530,4529,63.5,101,8/9/2026
3531,4530,45.7,102,3/17/2026
3532,4531,34.1,100,7/1/2026
3533,4532,68.3,101,2/2/2026
3534,4533,75.4,102,3/11/2026
3535,4534,81.2,100,2/3/2026
3536,4535,72.45,101,11/16/2026
3537,4536,97.95,102,7/26/2026
3538,4537,45.25,100,12/18/2026
3539,4538,60.95,101,3/27/2026
3540,4539,56.25,102,6/16/2026
3541,4540,47.5,100,2/19/2026
3542,4541,29.7,101,7/11/2026
3543,4542,23.35,102,10/11/2026
3544,4543,6.5,100,9/14/2026
3545,4544,76.95,101,5/18/2026
3546,4545,63.3,102,7/6/2026
3547,4546,83.2,100,3/25/2026
3548,4547,75.35,101,8/19/2026
3549,4548,64.05,102,2/1/2026
3550,4549,5.45,100,5/22/2026
3551,4550,67.9,101,7/3/2026
3552,4551,76.45,102,10/20/2026
3553,4552,72.4,100,2/24/2026
3554,4553,88.75,101,2/6/2026
3555,4554,41.45,102,6/19/2026
3556,4555,98,100,5/13/2026
3557,4556,64.55,101,9/19/2026
3558,4557,55.6,102,2/23/2026
3559,4558,30.95,100,3/25/2026
3560,4559,37.4,101,3/26/2026
3561,4560,62,102,3/12/2026
3562,4561,74.8,100,12/17/2026
3563,4562,77.9,101,6/1/2026
3564,4563,65.3,102,12/26/2026
3565,4564,73.5,100,7/5/2026
3566,4565,92.2,101,9/6/2026
3567,4566,92.35,102,7/10/2026
3568,4567,11.75,100,9/14/2026
3569,4568,71.45,101,7/19/2026
3570,4569,30.55,102,9/1/2026
3571,4570,95.1,100,7/23/2026
3572,4571,54.05,101,3/15/2026
3573,4572,88.4,102,6/22/2026
3574,4573,27.2,100,4/12/2026
3575,4574,19.3,101,10/25/2026
3576,4575,63.35,102,5/4/2026
3577,4576,48.1,100,7/25/2026
3578,4577,50.5,101,6/15/2026
3579,4578,32.1,102,8/11/2026
3580,4579,100.2,100,2/2/2026
3581,4580,44.8,101,7/6/2026
3582,4581,67.8,102,6/18/2026
3583,4582,32.35,100,2/3/2026
3584,4583,34.65,101,3/9/2026
3585,4584,6.05,102,2/11/2026
3586,4585,41.65,100,6/17/2026
3587,4586,14.7,101,4/3/2026
3588,4587,15.6,102,9/20/2026
3589,4588,65.5,100,11/8/2026
3590,4589,45.55,101,12/18/2026
3591,4590,67.85,102,4/1/2026
3592,4591,28.35,100,8/2/2026
3593,4592,78.3,101,10/13/2026
3594,4593,74.15,102,12/23/2026
3595,4594,41.7,100,9/10/2026
3596,4595,40.7,101,5/1/2026
3597,4596,5.4,102,11/13/2026
3598,4597,23.3,100,11/27/2026
3599,4598,34.9,101,7/13/2026
3600,4599,79,102,6/1/2026
3601,4600,61,100,3/1/2026
3602,4601,100.6,101,4/5/2026
3603,4602,77.6,102,2/12/2026
3604,4603,45.8,100,11/12/2026
3605,4604,52.35,101,2/15/2026
3606,4605,29.3,102,2/12/2026
3607,4606,30.8,100,5/3/2026
3608,4607,73.2,101,12/27/2026
3609,4608,60.8,102,12/14/2026
3610,4609,86.9,100,9/13/2026
3611,4610,93.7,101,12/14/2026
3612,4611,10.85,102,2/18/2026
3613,4612,60,100,2/6/2026
3614,4613,45,101,2/9/2026
3615,4614,92.95,102,8/25/2026
3616,4615,33.3,100,8/25/2026
3617,4616,55.55,101,5/9/2026
3618,4617,60.85,102,6/26/2026
3619,4618,74.7,100,6/10/2026
3620,4619,32.05,101,4/21/2026
3621,4620,80.55,102,6/21/2026
3622,4621,84.8,100,6/15/2026
3623,4622,8.65,101,2/6/2026
3624,4623,61.6,102,2/9/2026
3625,4624,73.7,100,3/18/2026
3626,4625,31.15,101,10/17/2026
3627,4626,91.45,102,7/20/2026
3628,4627,57.95,100,9/10/2026
3629,4628,61.75,101,2/9/2026
3630,4629,42.05,102,12/18/2026
3631,4630,16.2,100,5/11/2026
3632,4631,69.7,101,4/26/2026
3633,4632,74.3,102,5/1/2026
3634,4633,27.6,100,2/9/2026
3635,4634,27.05,101,2/25/2026
3636,4635,5.5,102,2/12/2026
3637,4636,23.8,100,9/1/2026
3638,4637,85.65,101,4/26/2026
3639,4638,21.45,102,10/10/2026
3640,4639,44.5,100,10/15/2026
3641,4640,30.8,101,10/16/2026
3642,4641,23.1,102,3/24/2026
3643,4642,58.65,100,7/27/2026
3644,4643,57.1,101,4/17/2026
3645,4644,15.6,102,4/1/2026
3646,4645,46.5,100,2/5/2026
3647,4646,51.25,101,6/17/2026
3648,4647,53.7,102,2/22/2026
3649,4648,84.6,100,12/6/2026
3650,4649,68.85,101,6/26/2026
3651,4650,77.2,102,5/2/2026
3652,4651,54.7,100,5/2/2026
3653,4652,15.05,101,6/21/2026
3654,4653,25.65,102,6/16/2026
3655,4654,56.5,100,12/11/2026
3656,4655,14.15,101,10/23/2026
3657,4656,51.45,102,10/16/2026
3658,4657,53.55,100,6/3/2026
3659,4658,37.2,101,5/21/2026
3660,4659,74.65,102,2/24/2026
3661,4660,96.75,100,10/10/2026
3662,4661,47.6,101,6/11/2026
3663,4662,53.3,102,8/1/2026
3664,4663,48.25,100,9/12/2026
3665,4664,54.75,101,7/7/2026
3666,4665,44.2,102,2/9/2026
3667,4666,96.8,100,11/10/2026
3668,4667,98.7,101,3/27/2026
3669,4668,93.75,102,8/4/2026
3670,4669,10.4,100,12/1/2026
3671,4670,22.65,101,7/21/2026
3672,4671,96.9,102,11/16/2026
3673,4672,52,100,8/13/2026
3674,4673,34.8,101,9/25/2026
3675,4674,81.65,102,10/25/2026
3676,4675,81.4,100,3/7/2026
3677,4676,34.3,101,11/20/2026
3678,4677,47.55,102,9/20/2026
3679,4678,77.9,100,12/27/2026
3680,4679,39.2,101,2/22/2026
3681,4680,56.4,102,5/2/2026
3682,4681,89.55,100,2/20/2026
3683,4682,51.15,101,8/25/2026
3684,4683,10.1,102,9/27/2026
3685,4684,73.3,100,12/21/2026
3686,4685,10.3,101,10/27/2026
3687,4686,75.85,102,11/2/2026
3688,4687,21.25,100,2/1/2026
3689,4688,69.35,101,4/25/2026
3690,4689,100.45,102,2/20/2026
3691,4690,90.25,100,5/13/2026
3692,4691,46.4,101,5/1/2026
3693,4692,9.5,102,5/19/2026
3694,4693,85.9,100,11/14/2026
3695,4694,1.85,101,2/3/2026
3696,4695,37.3,102,8/2/2026
3697,4696,13.8,100,7/4/2026
3698,4697,14.2,101,7/6/2026
3699,4698,100.8,102,8/8/2026
3700,4699,44.6,100,2/9/2026
3701,4700,55.1,101,7/25/2026
3702,4701,69.65,102,12/1/2026
3703,4702,71.1,100,10/26/2026
3704,4703,38.05,101,12/27/2026
3705,4704,94,102,10/24/2026
3706,4705,54.05,100,2/15/2026
3707,4706,8.95,101,7/21/2026
3708,4707,35,102,12/2/2026
3709,4708,27.85,100,11/15/2026
3710,4709,18.85,101,2/19/2026
3711,4710,39.1,102,9/10/2026
3712,4711,98.7,100,12/24/2026
3713,4712,59.55,101,6/20/2026
3714,4713,7.4,102,7/25/2026
3715,4714,41.7,100,3/27/2026
3716,4715,67.1,101,4/18/2026
3717,4716,7.9,102,12/24/2026
3718,4717,49.6,100,12/14/2026
3719,4718,74.1,101,11/5/2026
3720,4719,26.55,102,4/25/2026
3721,4720,98.95,100,3/14/2026
3722,4721,89.35,101,5/8/2026
3723,4722,43.85,102,2/5/2026
3724,4723,30.95,100,4/6/2026
3725,4724,35.15,101,6/9/2026
3726,4725,89.45,102,12/6/2026
3727,4726,52.6,100,8/1/2026
3728,4727,58.45,101,5/25/2026
3729,4728,32.2,102,3/18/2026
3730,4729,33.65,100,4/7/2026
3731,4730,75.4,101,3/6/2026
3732,4731,36.1,102,2/9/2026
3733,4732,12.3,100,2/4/2026
3734,4733,68.6,101,6/7/2026
3735,4734,23.6,102,12/15/2026
3736,4735,93.75,100,4/23/2026
3737,4736,46.75,101,12/1/2026
3738,4737,72,102,10/6/2026
3739,4738,6,100,5/21/2026
3740,4739,58.2,101,7/4/2026
3741,4740,80.9,102,11/5/2026
3742,4741,6.65,100,5/10/2026
3743,4742,100.25,101,10/23/2026
3744,4743,22.45,102,9/24/2026
3745,4744,9.25,100,2/10/2026
3746,4745,23.7,101,9/12/2026
3747,4746,26.35,102,7/22/2026
3748,4747,18.25,100,2/5/2026
3749,4748,83.4,101,5/11/2026
3750,4749,22.7,102,10/22/2026
3751,4750,67.95,100,12/10/2026
3752,4751,71.6,101,10/17/2026
3753,4752,6.9,102,2/15/2026
3754,4753,23.25,100,12/4/2026
3755,4754,58.3,101,4/3/2026
3756,4755,80,102,7/17/2026
3757,4756,91.5,100,11/11/2026
3758,4757,61.9,101,10/5/2026
3759,4758,19.3,102,2/10/2026
3760,4759,21.6,100,8/12/2026
3761,4760,98.1,101,5/9/2026
3762,4761,45.85,102,3/17/2026
3763,4762,37.1,100,8/8/2026
3764,4763,9.85,101,5/4/2026
3765,4764,20.05,102,2/8/2026
3766,4765,61.85,100,8/25/2026
3767,4766,98.8,101,9/9/2026
3768,4767,73.75,102,10/15/2026
3769,4768,18.4,100,6/15/2026
3770,4769,10.5,101,2/27/2026
3771,4770,15.95,102,5/3/2026
3772,4771,34.7,100,7/21/2026
3773,4772,28.6,101,12/1/2026
3774,4773,19.95,102,6/17/2026
3775,4774,40.5,100,12/14/2026
3776,4775,3.1,101,11/18/2026
3777,4776,2.25,102,4/11/2026
3778,4777,56.2,100,10/9/2026
3779,4778,14.75,101,11/8/2026
