coverage_id,policy_id,coverage_amount,coverage_type_id
9881,4551,6744,1000
9882,4551,5442,1001
9883,4552,7571,1002
9884,4552,3042,1000
9885,4552,2203,1001
9886,4553,2495,1002
9887,4553,9696,1000
9888,4554,4404,1001
9889,4554,5887,1002
9890,4555,3435,1000
9891,4555,4740,1001
9892,4556,5071,1002
9893,4556,7772,1000
9894,4557,7071,1001
9895,4557,1135,1002
9896,4557,6005,1000
9897,4558,717,1001
9898,4558,6774,1002
9899,4558,518,1000
9900,4559,267,1001
9901,4559,7999,1002
9902,4559,8720,1000
9903,4560,1907,1001
9904,4560,2923,1002
9905,4560,2519,1000
9906,4561,7456,1001
9907,4561,5152,1002
9908,4562,5843,1000
9909,4562,3929,1001
9910,4562,6495,1002
9911,4563,9360,1000
9912,4563,725,1001
9913,4563,1185,1002
9914,4564,6327,1000
9915,4564,983,1001
9916,4565,2357,1002
9917,4565,8734,1000
9918,4565,360,1001
9919,4566,572,1002
9920,4566,190,1000
9921,4566,9890,1001
9922,4567,6822,1002
9923,4567,6510,1000
9924,4567,9309,1001
9925,4568,4468,1002
9926,4568,2632,1000
9927,4568,5132,1001
9928,4569,8340,1002
9929,4569,4109,1000
9930,4570,5035,1001
9931,4570,4028,1002
9932,4570,5929,1000
9933,4571,3246,1001
9934,4571,5582,1002
9935,4571,6677,1000
9936,4572,436,1001
9937,4572,9913,1002
9938,4572,2196,1000
9939,4573,4244,1001
9940,4573,4133,1002
9941,4574,9188,1000
9942,4574,4549,1001
9943,4574,9243,1002
9944,4575,3227,1000
9945,4575,1306,1001
9946,4575,7964,1002
9947,4576,989,1000
9948,4576,1166,1001
9949,4576,8073,1002
9950,4577,3066,1000
9951,4577,9892,1001
9952,4578,7222,1002
9953,4578,212,1000
9954,4578,2034,1001
9955,4579,5980,1002
9956,4579,5393,1000
9957,4579,7794,1001
9958,4580,9883,1002
9959,4580,453,1000
9960,4580,2097,1001
9961,4581,3437,1002
9962,4581,65,1000
9963,4581,1044,1001
9964,4582,1964,1002
9965,4582,3925,1000
9966,4583,4133,1001
9967,4583,4018,1002
9968,4583,2154,1000
9969,4584,6443,1001
9970,4584,7432,1002
9971,4585,5836,1000
9972,4585,4763,1001
9973,4586,6422,1002
9974,4586,4996,1000
9975,4586,8401,1001
9976,4587,2526,1002
9977,4587,5009,1000
9978,4587,6419,1001
9979,4588,3480,1002
9980,4588,43,1000
9981,4589,9979,1001
9982,4589,7670,1002
9983,4590,9431,1000
9984,4590,1914,1001
9985,4590,8309,1002
9986,4591,175,1000
9987,4591,6029,1001
9988,4592,186,1002
9989,4592,3032,1000
9990,4592,775,1001
9991,4593,2793,1002
9992,4593,2923,1000
9993,4593,8204,1001
9994,4594,4617,1002
9995,4594,2832,1000
9996,4594,4948,1001
9997,4595,1202,1002
9998,4595,7909,1000
9999,4596,987,1001
10000,4596,2606,1002
10001,4597,6124,1000
10002,4597,926,1001
10003,4597,3254,1002
10004,4598,2518,1000
10005,4598,8575,1001
10006,4599,60,1002
10007,4599,7571,1000
10008,4599,495,1001
10009,4600,88,1002
10010,4600,7115,1000
10011,4600,5685,1001
10012,4601,6622,1002
10013,4601,7284,1000
10014,4602,2842,1001
10015,4602,8645,1002
10016,4602,3932,1000
10017,4603,9430,1001
10018,4603,4285,1002
10019,4604,8705,1000
10020,4604,4776,1001
10021,4604,437,1002
10022,4605,9372,1000
10023,4605,1624,1001
10024,4606,9026,1002
10025,4606,411,1000
10026,4607,3602,1001
10027,4607,8927,1002
10028,4608,5121,1000
10029,4608,4455,1001
10030,4608,606,1002
10031,4609,7423,1000
10032,4609,4350,1001
10033,4609,5484,1002
10034,4610,7621,1000
10035,4610,8660,1001
10036,4611,3879,1002
10037,4611,2256,1000
10038,4611,1982,1001
10039,4612,8015,1002
10040,4612,8573,1000
10041,4613,6542,1001
10042,4613,8725,1002
10043,4614,2261,1000
10044,4614,5478,1001
10045,4615,2164,1002
10046,4615,8296,1000
10047,4616,5631,1001
10048,4616,9644,1002
10049,4617,9846,1000
10050,4617,2061,1001
10051,4617,6872,1002
10052,4618,7707,1000
10053,4618,9577,1001
10054,4619,4074,1002
10055,4619,6610,1000
10056,4619,7271,1001
10057,4620,248,1002
10058,4620,2412,1000
10059,4620,465,1001
10060,4621,9796,1002
10061,4621,1715,1000
10062,4622,1569,1001
10063,4622,2574,1002
10064,4622,5644,1000
10065,4623,6763,1001
10066,4623,6285,1002
10067,4623,5605,1000
10068,4624,8317,1001
10069,4624,2168,1002
10070,4625,6585,1000
10071,4625,1463,1001
10072,4625,3976,1002
10073,4626,6179,1000
10074,4626,4463,1001
10075,4627,8745,1002
10076,4627,1027,1000
10077,4628,2684,1001
10078,4628,864,1002
10079,4628,2644,1000
10080,4629,6504,1001
10081,4629,2229,1002
10082,4630,3582,1000
10083,4630,6147,1001
10084,4630,6276,1002
10085,4631,5236,1000
10086,4631,6050,1001
10087,4632,1863,1002
10088,4632,329,1000
10089,4633,1381,1001
10090,4633,6471,1002
10091,4633,6662,1000
10092,4634,5564,1001
10093,4634,1078,1002
10094,4635,6909,1000
10095,4635,8200,1001
10096,4636,6983,1002
10097,4636,3770,1000
10098,4636,1831,1001
10099,4637,1257,1002
10100,4637,1128,1000
10101,4638,2055,1001
10102,4638,2653,1002
10103,4639,4090,1000
10104,4639,1873,1001
10105,4640,3303,1002
10106,4640,8811,1000
10107,4640,4224,1001
10108,4641,6598,1002
10109,4641,2955,1000
10110,4641,8144,1001
10111,4642,2195,1002
10112,4642,1922,1000
10113,4643,5971,1001
10114,4643,2688,1002
10115,4643,9777,1000
10116,4644,4770,1001
10117,4644,1319,1002
10118,4645,7667,1000
10119,4645,8440,1001
10120,4645,9544,1002
10121,4646,5153,1000
10122,4646,1187,1001
10123,4646,8943,1002
10124,4647,8185,1000
10125,4647,2625,1001
10126,4647,1346,1002
10127,4648,3838,1000
10128,4648,8624,1001
10129,4649,3640,1002
10130,4649,2770,1000
10131,4649,1953,1001
10132,4650,9465,1002
10133,4650,9261,1000
10134,4650,5243,1001
10135,4651,89,1002
10136,4651,518,1000
10137,4652,555,1001
10138,4652,7048,1002
10139,4653,219,1000
10140,4653,5038,1001
10141,4653,7121,1002
10142,4654,7258,1000
10143,4654,4607,1001
10144,4654,5097,1002
10145,4655,1745,1000
10146,4655,6180,1001
10147,4656,3138,1002
10148,4656,6325,1000
10149,4657,5697,1001
10150,4657,6605,1002
10151,4657,2100,1000
10152,4658,1412,1001
10153,4658,5325,1002
10154,4658,7457,1000
10155,4659,907,1001
10156,4659,492,1002
10157,4659,6867,1000
10158,4660,512,1001
10159,4660,7343,1002
10160,4661,9157,1000
10161,4661,645,1001
10162,4662,3118,1002
10163,4662,4715,1000
10164,4662,5039,1001
10165,4663,5659,1002
10166,4663,3697,1000
10167,4664,4579,1001
10168,4664,9513,1002
10169,4664,7150,1000
10170,4665,8471,1001
10171,4665,2408,1002
10172,4665,3451,1000
10173,4666,5614,1001
10174,4666,6461,1002
10175,4667,4485,1000
10176,4667,989,1001
10177,4668,9693,1002
10178,4668,5880,1000
10179,4669,7958,1001
10180,4669,6941,1002
10181,4669,5730,1000
10182,4670,9968,1001
10183,4670,3660,1002
10184,4670,2446,1000
10185,4671,9303,1001
10186,4671,5792,1002
10187,4672,1002,1000
10188,4672,643,1001
10189,4672,8972,1002
10190,4673,1208,1000
10191,4673,4747,1001
10192,4673,4776,1002
10193,4674,4289,1000
10194,4674,2571,1001
10195,4675,8378,1002
10196,4675,3914,1000
10197,4675,4656,1001
10198,4676,7921,1002
10199,4676,5159,1000
10200,4676,9385,1001
10201,4677,4976,1002
10202,4677,9430,1000
10203,4677,2873,1001
10204,4678,6637,1002
10205,4678,8179,1000
10206,4679,5689,1001
10207,4679,4519,1002
10208,4679,8799,1000
10209,4680,7881,1001
10210,4680,9726,1002
10211,4680,46,1000
10212,4681,59,1001
10213,4681,5131,1002
10214,4681,4877,1000
10215,4682,4846,1001
10216,4682,6356,1002
10217,4683,8305,1000
10218,4683,8048,1001
10219,4683,9917,1002
10220,4684,16,1000
10221,4684,4220,1001
10222,4684,4361,1002
10223,4685,930,1000
10224,4685,7048,1001
10225,4686,9901,1002
10226,4686,2458,1000
10227,4686,1579,1001
10228,4687,8010,1002
10229,4687,1724,1000
10230,4688,8315,1001
10231,4688,9672,1002
10232,4688,9591,1000
10233,4689,2674,1001
10234,4689,5479,1002
10235,4689,4541,1000
10236,4690,101,1001
10237,4690,7839,1002
10238,4690,7071,1000
10239,4691,8980,1001
10240,4691,7277,1002
10241,4691,757,1000
10242,4692,5717,1001
10243,4692,2425,1002
10244,4693,1934,1000
10245,4693,8410,1001
10246,4694,3251,1002
10247,4694,2156,1000
10248,4695,7833,1001
10249,4695,7210,1002
10250,4696,2098,1000
10251,4696,130,1001
10252,4697,6355,1002
10253,4697,2099,1000
10254,4698,2723,1001
10255,4698,4357,1002
10256,4698,694,1000
10257,4699,4952,1001
10258,4699,9690,1002
10259,4699,9279,1000
10260,4700,5311,1001
10261,4700,4911,1002
10262,4700,941,1000
10263,4701,5987,1001
10264,4701,9042,1002
10265,4701,371,1000
10266,4702,6569,1001
10267,4702,4516,1002
10268,4703,7650,1000
10269,4703,2018,1001
10270,4704,3022,1002
10271,4704,76,1000
10272,4704,777,1001
10273,4705,2751,1002
10274,4705,8974,1000
10275,4706,2135,1001
10276,4706,9174,1002
10277,4707,8433,1000
10278,4707,2018,1001
10279,4707,5573,1002
10280,4708,1194,1000
10281,4708,1491,1001
10282,4709,7333,1002
10283,4709,4539,1000
10284,4710,6234,1001
10285,4710,7714,1002
10286,4711,3814,1000
10287,4711,434,1001
10288,4711,1360,1002
10289,4712,1698,1000
10290,4712,283,1001
10291,4713,7383,1002
10292,4713,4586,1000
10293,4714,6842,1001
10294,4714,585,1002
10295,4715,9386,1000
10296,4715,4089,1001
10297,4715,1043,1002
10298,4716,5133,1000
10299,4716,2143,1001
10300,4717,628,1002
10301,4717,844,1000
10302,4718,8678,1001
10303,4718,1728,1002
10304,4719,4578,1000
10305,4719,5241,1001
10306,4719,7000,1002
10307,4720,6328,1000
10308,4720,739,1001
10309,4721,2592,1002
10310,4721,4362,1000
10311,4721,4569,1001
10312,4722,8104,1002
10313,4722,9242,1000
10314,4722,1369,1001
10315,4723,8295,1002
10316,4723,6183,1000
10317,4723,9400,1001
10318,4724,755,1002
10319,4724,3820,1000
10320,4725,6776,1001
10321,4725,3068,1002
10322,4726,77,1000
10323,4726,1026,1001
10324,4726,3194,1002
10325,4727,6475,1000
10326,4727,1454,1001
10327,4727,4364,1002
10328,4728,8943,1000
10329,4728,9186,1001
10330,4728,4129,1002
10331,4729,4797,1000
10332,4729,2955,1001
10333,4729,286,1002
10334,4730,2151,1000
10335,4730,9966,1001
10336,4731,3337,1002
10337,4731,8002,1000
10338,4732,2851,1001
10339,4732,1501,1002
10340,4733,6966,1000
10341,4733,1461,1001
10342,4733,9388,1002
10343,4734,4793,1000
10344,4734,820,1001
10345,4735,2945,1002
10346,4735,1902,1000
10347,4736,3111,1001
10348,4736,2185,1002
10349,4736,9701,1000
10350,4737,6409,1001
10351,4737,576,1002
10352,4737,1965,1000
10353,4738,8420,1001
10354,4738,6768,1002
10355,4739,4592,1000
10356,4739,3663,1001
10357,4739,4468,1002
10358,4740,5772,1000
10359,4740,4025,1001
10360,4741,9441,1002
10361,4741,9200,1000
10362,4742,3911,1001
10363,4742,942,1002
10364,4742,6440,1000
10365,4743,7767,1001
10366,4743,4641,1002
10367,4744,7944,1000
10368,4744,4813,1001
10369,4744,8314,1002
10370,4745,5391,1000
10371,4745,2165,1001
10372,4746,3998,1002
10373,4746,2674,1000
10374,4746,822,1001
10375,4747,6516,1002
10376,4747,9485,1000
10377,4748,6391,1001
10378,4748,8676,1002
10379,4748,6394,1000
10380,4749,5392,1001
10381,4749,5578,1002
10382,4749,6360,1000
10383,4750,4655,1001
10384,4750,656,1002
10385,4750,4316,1000
10386,4751,6021,1001
10387,4751,2562,1002
10388,4752,4362,1000
10389,4752,9925,1001
10390,4753,3411,1002
10391,4753,6225,1000
10392,4754,5921,1001
10393,4754,5278,1002
10394,4754,3374,1000
10395,4755,8482,1001
10396,4755,5673,1002
10397,4756,1239,1000
10398,4756,6117,1001
10399,4757,2269,1002
10400,4757,2382,1000
10401,4758,4050,1001
10402,4758,5292,1002
10403,4759,3312,1000
10404,4759,7819,1001
10405,4760,9974,1002
10406,4760,1803,1000
10407,4760,5642,1001
10408,4761,4851,1002
10409,4761,2925,1000
10410,4761,4668,1001
10411,4762,8112,1002
10412,4762,268,1000
10413,4763,1542,1001
10414,4763,2017,1002
10415,4763,5322,1000
10416,4764,367,1001
10417,4764,4435,1002
10418,4764,5531,1000
10419,4765,4535,1001
10420,4765,3370,1002
10421,4766,6588,1000
10422,4766,5076,1001
10423,4766,2565,1002
10424,4767,1438,1000
10425,4767,3563,1001
10426,4767,1415,1002
10427,4768,7146,1000
10428,4768,4160,1001
10429,4768,8846,1002
10430,4769,2322,1000
10431,4769,6798,1001
10432,4770,9548,1002
10433,4770,3993,1000
10434,4771,2603,1001
10435,4771,1806,1002
10436,4771,830,1000
10437,4772,5345,1001
10438,4772,5336,1002
10439,4772,7819,1000
10440,4773,1783,1001
10441,4773,7889,1002
10442,4774,7109,1000
10443,4774,6841,1001
10444,4774,718,1002
10445,4775,2681,1000
10446,4775,4498,1001
10447,4775,5952,1002
10448,4776,9100,1000
10449,4776,8746,1001
10450,4777,883,1002
10451,4777,8655,1000
10452,4778,1295,1001
10453,4778,4715,1002
10454,4779,8558,1000
10455,4779,6004,1001
10456,4780,1384,1002
10457,4780,4215,1000
10458,4781,1200,1001
10459,4781,2245,1002
10460,4781,973,1000
10461,4782,2205,1001
10462,4782,8137,1002
10463,4783,9914,1000
10464,4783,9767,1001
10465,4783,2271,1002
10466,4784,9339,1000
10467,4784,448,1001
10468,4784,1029,1002
10469,4785,9267,1000
10470,4785,5567,1001
10471,4786,135,1002
10472,4786,2520,1000
10473,4786,8645,1001
10474,4787,4751,1002
10475,4787,7013,1000
10476,4788,2949,1001
10477,4788,8371,1002
10478,4789,9373,1000
10479,4789,6834,1001
10480,4790,5542,1002
10481,4790,8416,1000
10482,4790,1355,1001
10483,4791,6490,1002
10484,4791,9353,1000
10485,4791,2673,1001
10486,4792,2177,1002
10487,4792,1758,1000
10488,4792,2543,1001
10489,4793,7347,1002
10490,4793,667,1000
10491,4794,9219,1001
10492,4794,7950,1002
10493,4794,643,1000
10494,4795,4744,1001
10495,4795,353,1002
10496,4795,5696,1000
10497,4796,7604,1001
10498,4796,204,1002
10499,4796,453,1000
10500,4797,210,1001
10501,4797,829,1002
10502,4798,9870,1000
10503,4798,639,1001
10504,4798,5318,1002
10505,4799,2968,1000
10506,4799,9979,1001
10507,4800,5109,1002
10508,4800,5393,1000
10509,4800,8245,1001
10510,4801,9345,1002
10511,4801,4798,1000
10512,4802,4413,1001
10513,4802,2820,1002
10514,4803,1045,1000
10515,4803,904,1001
10516,4803,2584,1002
10517,4804,5439,1000
10518,4804,1726,1001
10519,4804,9779,1002
10520,4805,5668,1000
10521,4805,3726,1001
10522,4805,4903,1002
10523,4806,4692,1000
10524,4806,3397,1001
10525,4806,5568,1002
10526,4807,817,1000
10527,4807,7043,1001
10528,4807,8326,1002
10529,4808,4489,1000
10530,4808,3118,1001
10531,4809,2701,1002
10532,4809,3268,1000
10533,4809,3790,1001
10534,4810,8759,1002
10535,4810,1778,1000
10536,4810,2977,1001
10537,4811,7563,1002
10538,4811,8888,1000
10539,4812,2040,1001
10540,4812,2787,1002
10541,4812,1037,1000
10542,4813,3551,1001
10543,4813,4678,1002
10544,4813,4242,1000
10545,4814,3385,1001
10546,4814,6848,1002
10547,4814,1770,1000
10548,4815,2253,1001
10549,4815,6595,1002
10550,4816,5267,1000
10551,4816,2660,1001
10552,4816,8582,1002
10553,4817,6408,1000
10554,4817,6517,1001
10555,4818,2377,1002
10556,4818,5489,1000
10557,4819,6196,1001
10558,4819,9411,1002
10559,4820,1296,1000
10560,4820,1241,1001
10561,4820,1228,1002
10562,4821,8994,1000
10563,4821,8024,1001
10564,4822,2220,1002
10565,4822,3190,1000
10566,4823,4602,1001
10567,4823,1408,1002
10568,4824,5818,1000
10569,4824,5516,1001
10570,4825,310,1002
10571,4825,4878,1000
10572,4826,1353,1001
10573,4826,5037,1002
10574,4826,2981,1000
10575,4827,6201,1001
10576,4827,1220,1002
10577,4828,2988,1000
10578,4828,9980,1001
10579,4828,2207,1002
10580,4829,951,1000
10581,4829,6847,1001
10582,4829,4114,1002
10583,4830,5168,1000
10584,4830,7541,1001
10585,4830,2369,1002
10586,4831,6803,1000
10587,4831,2224,1001
10588,4831,8403,1002
10589,4832,144,1000
10590,4832,9566,1001
10591,4833,3657,1002
10592,4833,1370,1000
10593,4833,448,1001
10594,4834,6887,1002
10595,4834,2919,1000
10596,4835,8616,1001
10597,4835,9094,1002
10598,4836,6949,1000
10599,4836,7738,1001
10600,4836,9247,1002
10601,4837,1453,1000
10602,4837,3733,1001
10603,4837,6951,1002
10604,4838,6261,1000
10605,4838,4357,1001
10606,4839,5301,1002
10607,4839,5880,1000
10608,4839,9955,1001
10609,4840,9711,1002
10610,4840,9914,1000
10611,4840,3623,1001
10612,4841,7719,1002
10613,4841,6674,1000
10614,4841,1563,1001
10615,4842,9159,1002
10616,4842,353,1000
10617,4843,3065,1001
10618,4843,3395,1002
10619,4844,6331,1000
10620,4844,7609,1001
10621,4844,6435,1002
10622,4845,2931,1000
10623,4845,4477,1001
10624,4846,7160,1002
10625,4846,8738,1000
10626,4846,3069,1001
10627,4847,8233,1002
10628,4847,5386,1000
10629,4847,3884,1001
10630,4848,5674,1002
10631,4848,5727,1000
10632,4848,4723,1001
10633,4849,9101,1002
10634,4849,8037,1000
10635,4849,1860,1001
10636,4850,8310,1002
10637,4850,8019,1000
10638,4851,1902,1001
10639,4851,7553,1002
10640,4852,9615,1000
10641,4852,2305,1001
10642,4852,1689,1002
10643,4853,8435,1000
10644,4853,6379,1001
10645,4854,524,1002
10646,4854,5756,1000
10647,4854,6361,1001
10648,4855,6651,1002
10649,4855,7553,1000
10650,4856,1444,1001
10651,4856,9050,1002
10652,4856,1557,1000
10653,4857,6637,1001
10654,4857,6432,1002
10655,4858,6588,1000
10656,4858,2979,1001
10657,4858,5683,1002
10658,4859,6597,1000
10659,4859,5534,1001
10660,4860,1969,1002
10661,4860,5754,1000
10662,4860,7688,1001
10663,4861,3775,1002
10664,4861,1235,1000
10665,4862,6589,1001
10666,4862,375,1002
10667,4863,9524,1000
10668,4863,5965,1001
10669,4864,8121,1002
10670,4864,833,1000
10671,4865,8726,1001
10672,4865,1849,1002
10673,4865,1778,1000
10674,4866,1081,1001
10675,4866,2946,1002
10676,4866,245,1000
10677,4867,8670,1001
10678,4867,2871,1002
10679,4868,6807,1000
10680,4868,5730,1001
10681,4869,7896,1002
10682,4869,9111,1000
10683,4870,6395,1001
10684,4870,8854,1002
10685,4871,4911,1000
10686,4871,9575,1001
10687,4871,9095,1002
10688,4872,9467,1000
10689,4872,1220,1001
10690,4873,1629,1002
10691,4873,9174,1000
10692,4874,1838,1001
10693,4874,1248,1002
10694,4874,8720,1000
10695,4875,5146,1001
10696,4875,848,1002
10697,4876,8619,1000
10698,4876,8826,1001
10699,4877,7895,1002
10700,4877,9609,1000
10701,4878,4070,1001
10702,4878,6796,1002
10703,4878,2598,1000
10704,4879,9104,1001
10705,4879,6450,1002
10706,4880,2458,1000
10707,4880,6292,1001
10708,4881,9796,1002
10709,4881,3687,1000
10710,4881,5275,1001
10711,4882,4976,1002
10712,4882,3174,1000
10713,4883,4878,1001
10714,4883,3194,1002
10715,4884,4400,1000
10716,4884,8460,1001
10717,4884,6167,1002
10718,4885,8216,1000
10719,4885,4396,1001
10720,4885,3728,1002
10721,4886,6820,1000
10722,4886,7,1001
10723,4887,2002,1002
10724,4887,4223,1000
10725,4887,380,1001
10726,4888,7040,1002
10727,4888,1409,1000
10728,4888,4939,1001
10729,4889,393,1002
10730,4889,4910,1000
10731,4889,2926,1001
10732,4890,362,1002
10733,4890,1018,1000
10734,4891,7233,1001
10735,4891,98,1002
10736,4892,1572,1000
10737,4892,9362,1001
10738,4892,9069,1002
10739,4893,6825,1000
10740,4893,2920,1001
10741,4893,5559,1002
10742,4894,632,1000
10743,4894,5140,1001
10744,4895,1960,1002
10745,4895,9348,1000
10746,4895,5439,1001
10747,4896,552,1002
10748,4896,2136,1000
10749,4897,3127,1001
10750,4897,3729,1002
10751,4897,5885,1000
10752,4898,5763,1001
10753,4898,5684,1002
10754,4898,7922,1000
10755,4899,3761,1001
10756,4899,7078,1002
10757,4900,9584,1000
10758,4900,1882,1001
10759,4901,3842,1002
10760,4901,403,1000
10761,4901,3174,1001
10762,4902,580,1002
10763,4902,1911,1000
10764,4902,1456,1001
10765,4903,6918,1002
10766,4903,399,1000
10767,4904,4312,1001
10768,4904,8373,1002
10769,4905,4273,1000
10770,4905,6320,1001
10771,4906,5249,1002
10772,4906,2850,1000
10773,4907,5582,1001
10774,4907,3854,1002
10775,4908,8180,1000
10776,4908,8918,1001
10777,4909,5624,1002
10778,4909,9653,1000
10779,4909,5251,1001
10780,4910,3689,1002
10781,4910,6798,1000
10782,4911,1252,1001
10783,4911,2138,1002
10784,4911,5571,1000
10785,4912,5810,1001
10786,4912,8607,1002
10787,4913,3283,1000
10788,4913,2562,1001
10789,4914,4139,1002
10790,4914,9325,1000
10791,4914,9999,1001
10792,4915,3049,1002
10793,4915,6467,1000
10794,4915,2779,1001
10795,4916,5348,1002
10796,4916,2075,1000
10797,4916,4073,1001
10798,4917,6039,1002
10799,4917,1322,1000
10800,4917,436,1001
10801,4918,1311,1002
10802,4918,2054,1000
10803,4919,7085,1001
10804,4919,7872,1002
10805,4920,1613,1000
10806,4920,7294,1001
10807,4920,3534,1002
10808,4921,3282,1000
10809,4921,6764,1001
10810,4921,4636,1002
10811,4922,8530,1000
10812,4922,3871,1001
10813,4923,3261,1002
10814,4923,8176,1000
10815,4923,5009,1001
10816,4924,4160,1002
10817,4924,8720,1000
10818,4925,1981,1001
10819,4925,9880,1002
10820,4926,1908,1000
10821,4926,6637,1001
10822,4926,8682,1002
10823,4927,9576,1000
10824,4927,827,1001
10825,4928,4766,1002
10826,4928,7011,1000
10827,4929,933,1001
10828,4929,5900,1002
10829,4930,259,1000
10830,4930,4968,1001
10831,4931,2615,1002
10832,4931,5728,1000
10833,4931,4188,1001
10834,4932,3196,1002
10835,4932,7164,1000
10836,4932,4276,1001
10837,4933,5891,1002
10838,4933,5255,1000
10839,4934,4548,1001
10840,4934,9515,1002
10841,4935,2032,1000
10842,4935,7237,1001
10843,4936,3796,1002
10844,4936,7578,1000
10845,4936,3042,1001
10846,4937,3333,1002
10847,4937,8020,1000
10848,4938,2555,1001
10849,4938,4269,1002
10850,4938,2907,1000
10851,4939,5937,1001
10852,4939,634,1002
10853,4940,1046,1000
10854,4940,5007,1001
10855,4941,2715,1002
10856,4941,9947,1000
10857,4942,7737,1001
10858,4942,444,1002
10859,4942,5304,1000
10860,4943,7234,1001
10861,4943,2964,1002
10862,4943,2577,1000
10863,4944,6175,1001
10864,4944,4729,1002
10865,4944,4233,1000
10866,4945,7683,1001
10867,4945,2894,1002
10868,4945,3742,1000
10869,4946,2576,1001
10870,4946,4457,1002
10871,4946,6501,1000
10872,4947,2994,1001
10873,4947,3106,1002
10874,4948,9071,1000
10875,4948,5097,1001
10876,4949,7275,1002
10877,4949,4415,1000
10878,4949,8868,1001
10879,4950,3778,1002
10880,4950,498,1000
10881,4950,9513,1001
10882,4951,7964,1002
10883,4951,6669,1000
10884,4952,5702,1001
10885,4952,4967,1002
10886,4952,4542,1000
10887,4953,4410,1001
10888,4953,4856,1002
10889,4954,3043,1000
10890,4954,6294,1001
10891,4954,2239,1002
10892,4955,3869,1000
10893,4955,1996,1001
10894,4955,6645,1002
10895,4956,9299,1000
10896,4956,1567,1001
10897,4957,8949,1002
10898,4957,8652,1000
10899,4957,5380,1001
10900,4958,8732,1002
10901,4958,7604,1000
10902,4958,1797,1001
10903,4959,6130,1002
10904,4959,5685,1000
10905,4959,7892,1001
10906,4960,7418,1002
10907,4960,4513,1000
10908,4961,865,1001
10909,4961,8035,1002
10910,4962,4284,1000
10911,4962,6539,1001
10912,4962,5319,1002
10913,4963,3797,1000
10914,4963,1421,1001
10915,4963,5692,1002
10916,4964,9255,1000
10917,4964,7999,1001
10918,4965,8294,1002
10919,4965,9412,1000
10920,4966,8530,1001
10921,4966,4605,1002
10922,4967,1906,1000
10923,4967,457,1001
10924,4967,7949,1002
10925,4968,3596,1000
10926,4968,4241,1001
10927,4968,5506,1002
10928,4969,6019,1000
10929,4969,9152,1001
10930,4969,966,1002
10931,4970,8093,1000
10932,4970,8128,1001
10933,4970,4336,1002
10934,4971,7914,1000
10935,4971,617,1001
10936,4972,2518,1002
10937,4972,8101,1000
10938,4972,2742,1001
10939,4973,493,1002
10940,4973,9564,1000
10941,4974,95,1001
10942,4974,6701,1002
10943,4974,9520,1000
10944,4975,5930,1001
10945,4975,976,1002
10946,4976,2960,1000
10947,4976,5598,1001
10948,4977,9550,1002
10949,4977,910,1000
10950,4977,599,1001
10951,4978,8937,1002
10952,4978,6794,1000
10953,4979,2629,1001
10954,4979,4911,1002
10955,4979,3846,1000
10956,4980,7347,1001
10957,4980,5747,1002
10958,4980,5751,1000
10959,4981,3036,1001
10960,4981,7188,1002
10961,4981,4443,1000
10962,4982,6770,1001
10963,4982,5017,1002
10964,4982,57,1000
10965,4983,9219,1001
10966,4983,3192,1002
10967,4983,2252,1000
10968,4984,2452,1001
10969,4984,1285,1002
10970,4985,4596,1000
10971,4985,7964,1001
10972,4985,8220,1002
10973,4986,4401,1000
10974,4986,4903,1001
10975,4987,8383,1002
10976,4987,3289,1000
10977,4987,602,1001
10978,4988,404,1002
10979,4988,8532,1000
10980,4989,105,1001
10981,4989,9397,1002
10982,4990,2162,1000
10983,4990,8826,1001
10984,4990,5359,1002
10985,4991,4013,1000
10986,4991,2109,1001
10987,4992,214,1002
10988,4992,2206,1000
10989,4993,9441,1001
10990,4993,4598,1002
10991,4994,4577,1000
10992,4994,9970,1001
10993,4994,5316,1002
10994,4995,7806,1000
10995,4995,1224,1001
10996,4996,215,1002
10997,4996,5405,1000
10998,4997,4703,1001
10999,4997,8074,1002
11000,4998,5920,1000
11001,4998,8821,1001
11002,4998,7795,1002
11003,4999,3694,1000
11004,4999,5346,1001
11005,5000,3499,1002
11006,5000,2154,1000
11007,5000,4362,1001
11008,5001,7238,1002
11009,5001,5155,1000
11010,5002,6489,1001
11011,5002,5261,1002
11012,5003,1706,1000
11013,5003,9202,1001
11014,5003,2390,1002
11015,5004,3526,1000
11016,5004,5505,1001
11017,5004,1556,1002
11018,5005,8205,1000
11019,5005,5178,1001
11020,5005,6174,1002
11021,5006,7511,1000
11022,5006,206,1001
11023,5006,6050,1002
11024,5007,1309,1000
11025,5007,7037,1001
11026,5008,3964,1002
11027,5008,9642,1000
11028,5009,4027,1001
11029,5009,174,1002
11030,5010,4527,1000
11031,5010,4964,1001
11032,5010,3897,1002
11033,5011,8915,1000
11034,5011,8307,1001
11035,5012,35,1002
11036,5012,9244,1000
11037,5012,7372,1001
11038,5013,4039,1002
11039,5013,4384,1000
11040,5013,9696,1001
11041,5014,9451,1002
11042,5014,9839,1000
11043,5014,761,1001
11044,5015,4128,1002
11045,5015,2583,1000
11046,5015,9747,1001
11047,5016,5357,1002
11048,5016,2048,1000
11049,5017,314,1001
11050,5017,7246,1002
11051,5017,8737,1000
11052,5018,4708,1001
11053,5018,6564,1002
11054,5019,2719,1000
11055,5019,9710,1001
